id,source_id,fragment_type,text_excerpt,structured_payload,effect_direction,strength_score,extraction_method,extraction_confidence,date_extracted,notes
EVD-001177,SRC-001177,anecdote,Can Taurine Help Sleep? | Taurine For Insomnia,"{""reporter_population"": ""unknown"", ""engagement"": 8185, ""legacy_intervention_id"": ""INT-0023"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0646,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001178,SRC-001178,anecdote,"New Research On How Taurine Improves Performance, Health, and Testosterone","{""reporter_population"": ""unknown"", ""engagement"": 212968, ""legacy_intervention_id"": ""INT-0023"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0825,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001179,SRC-001179,anecdote,Taurine and brain function,"{""reporter_population"": ""unknown"", ""engagement"": 117785, ""legacy_intervention_id"": ""INT-0023"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0825,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001180,SRC-001180,anecdote,"What Is Taurine: Benefits, Dosage, And Side Effects | LiveLeanTV","{""reporter_population"": ""unknown"", ""engagement"": 325443, ""legacy_intervention_id"": ""INT-0023"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0825,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001181,SRC-001181,anecdote,Can nutritional supplement treat a rare form of autism? - In Depth,"{""reporter_population"": ""unknown"", ""engagement"": 529, ""legacy_intervention_id"": ""INT-0023"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0450,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001182,SRC-001182,anecdote,Taurine for ADHD?,"{""reporter_population"": ""clinician"", ""engagement"": 1086, ""legacy_intervention_id"": ""INT-0023"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0607,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001183,SRC-001183,anecdote,Autistic Rigidity and the Autoimmune Protocol???,"{""reporter_population"": ""unknown"", ""engagement"": 276238, ""legacy_intervention_id"": ""INT-0023"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0825,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001184,SRC-001184,anecdote,What Is The Link Between Probiotics and Autism?,"{""reporter_population"": ""unknown"", ""engagement"": 10405, ""legacy_intervention_id"": ""INT-0025"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0663,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001185,SRC-001185,anecdote,The Gut Microbiome and Autism,"{""reporter_population"": ""clinician"", ""engagement"": 5200, ""legacy_intervention_id"": ""INT-0025"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0743,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001186,SRC-001186,anecdote,The Human Microbiome & Autism with Rob Knight,"{""reporter_population"": ""unknown"", ""engagement"": 18049, ""legacy_intervention_id"": ""INT-0025"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0702,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001187,SRC-001187,anecdote,"60 Second Science: Probiotics, brain activity and autism","{""reporter_population"": ""unknown"", ""engagement"": 11071, ""legacy_intervention_id"": ""INT-0025"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0667,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001188,SRC-001188,anecdote,How Gut Health Impacts Autism: A Must-Watch for Autism Parents of Picky Eaters!,"{""reporter_population"": ""parent"", ""engagement"": 2100, ""legacy_intervention_id"": ""INT-0025"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0797,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001189,SRC-001189,anecdote,The Role of the Gut Microbiome in Autism,"{""reporter_population"": ""unknown"", ""engagement"": 29514, ""legacy_intervention_id"": ""INT-0025"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0738,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001190,SRC-001190,anecdote,Study looking at affects of probiotics on those with autism,"{""reporter_population"": ""unknown"", ""engagement"": 22391, ""legacy_intervention_id"": ""INT-0025"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0718,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001191,SRC-001191,anecdote,"Microbiome, in autism and covid","{""reporter_population"": ""clinician"", ""engagement"": 152047, ""legacy_intervention_id"": ""INT-0025"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.1000,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001192,SRC-001192,anecdote,Flipping the gut microbiome-autism link on its head,"{""reporter_population"": ""unknown"", ""engagement"": 8128, ""legacy_intervention_id"": ""INT-0025"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0645,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001193,SRC-001193,anecdote,The Connection Between Autism and the Microbiome,"{""reporter_population"": ""unknown"", ""engagement"": 3445, ""legacy_intervention_id"": ""INT-0025"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0584,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001194,SRC-001194,anecdote,Using the microbiome to help people with Autism,"{""reporter_population"": ""unknown"", ""engagement"": 207, ""legacy_intervention_id"": ""INT-0025"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0382,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001195,SRC-001195,anecdote,Autism and the Gut - with Dr. Derrick MacFabe | The Empowering Neurologist EP. 1,"{""reporter_population"": ""clinician"", ""engagement"": 37288, ""legacy_intervention_id"": ""INT-0025"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0914,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001196,SRC-001196,anecdote,Autism and the Microbiome | Guy Daniels The Microbiome Expert,"{""reporter_population"": ""unknown"", ""engagement"": 679, ""legacy_intervention_id"": ""INT-0025"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0467,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001197,SRC-001197,anecdote,"Gut Health Scammers, Fake Autism Experts, Probiotic Frauds","{""reporter_population"": ""unknown"", ""engagement"": 40131, ""legacy_intervention_id"": ""INT-0025"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0760,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001198,SRC-001198,anecdote,Enhansa Curcumin for Autism: What Parents Need to Know,"{""reporter_population"": ""clinician"", ""engagement"": 703, ""legacy_intervention_id"": ""INT-0027"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0570,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001199,SRC-001199,anecdote,Autism Treatment -- Curcumin and Phenol Sensitivity in Aut,"{""reporter_population"": ""unknown"", ""engagement"": 4963, ""legacy_intervention_id"": ""INT-0027"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0610,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001200,SRC-001200,anecdote,Curcumin & Turmeric Benefits [& 10 Serious Side Effects of Turmeric],"{""reporter_population"": ""clinician"", ""engagement"": 1072041, ""legacy_intervention_id"": ""INT-0027"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.1000,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001201,SRC-001201,anecdote,The Major Reason I Changed My Mind About Curcumin,"{""reporter_population"": ""clinician"", ""engagement"": 97770, ""legacy_intervention_id"": ""INT-0027"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0998,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001202,SRC-001202,anecdote,Curcumin and Kid Friendly Recipe to Improve Autism and ADHD Symptoms,"{""reporter_population"": ""unknown"", ""engagement"": 530, ""legacy_intervention_id"": ""INT-0027"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0450,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001203,SRC-001203,anecdote,Meet Mom Who Tried Experimental Treatment for Autism,"{""reporter_population"": ""clinician"", ""engagement"": 124804, ""legacy_intervention_id"": ""INT-0027"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.1000,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001204,SRC-001204,anecdote,Episode 4: Tumeric aka Curcumin - Dr. Andrew Huberman,"{""reporter_population"": ""unknown"", ""engagement"": 5768, ""legacy_intervention_id"": ""INT-0027"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0621,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001205,SRC-001205,anecdote,Can Supplements Help With Inflammation In Autism? - Answers About Autism,"{""reporter_population"": ""unknown"", ""engagement"": 7, ""legacy_intervention_id"": ""INT-0027"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0149,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001206,SRC-001206,anecdote,WHAT FOODS IMPROVE AUTISM BEHAVIOR?,"{""reporter_population"": ""unknown"", ""engagement"": 139697, ""legacy_intervention_id"": ""INT-0027"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0825,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001207,SRC-001207,anecdote,The Proven Magic of TURMERIC for your HEALTH,"{""reporter_population"": ""clinician"", ""engagement"": 74975, ""legacy_intervention_id"": ""INT-0027"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0975,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001208,SRC-001208,anecdote,Can Curcumin Help your Memory? | Dr. Daniel Amen,"{""reporter_population"": ""clinician"", ""engagement"": 8426, ""legacy_intervention_id"": ""INT-0027"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0785,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001209,SRC-001209,anecdote,Why Too Much Turmeric Might Be DESTROYING Your Health?,"{""reporter_population"": ""unknown"", ""engagement"": 4662, ""legacy_intervention_id"": ""INT-0027"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0605,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001210,SRC-001210,anecdote,Best Herbs for Autism || Benefits of Turmeric for Autism,"{""reporter_population"": ""unknown"", ""engagement"": 817, ""legacy_intervention_id"": ""INT-0027"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0481,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001211,SRC-001211,anecdote,The Causes & Treatments for Autism | Dr. Karen Parker,"{""reporter_population"": ""unknown"", ""engagement"": 458700, ""legacy_intervention_id"": ""INT-0027"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0825,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001212,SRC-001212,anecdote,Symptoms of Choline Deficiency,"{""reporter_population"": ""unknown"", ""engagement"": 64947, ""legacy_intervention_id"": ""INT-0030"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0794,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001213,SRC-001213,anecdote,Detoxification and Cellular Health in Autism using Phospholipids | BodyBio Phosphatidylcholine,"{""reporter_population"": ""unknown"", ""engagement"": 2721, ""legacy_intervention_id"": ""INT-0030"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0567,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001214,SRC-001214,anecdote,Choline for Autism & ADHD: The Definitive Dosage & Brand Guide #brain #choline #adhd,"{""reporter_population"": ""unknown"", ""engagement"": 84, ""legacy_intervention_id"": ""INT-0030"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0318,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001215,SRC-001215,anecdote,The Choline connection: How this nutrient can help manage autism symptoms,"{""reporter_population"": ""unknown"", ""engagement"": 208, ""legacy_intervention_id"": ""INT-0030"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0383,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001216,SRC-001216,anecdote,Everything You NEED to KNOW About Micronutrients for People with Autism & ADHD,"{""reporter_population"": ""clinician"", ""engagement"": 116, ""legacy_intervention_id"": ""INT-0030"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0414,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001217,SRC-001217,anecdote,Who Should and Should NOT Use Choline,"{""reporter_population"": ""unknown"", ""engagement"": 71984, ""legacy_intervention_id"": ""INT-0030"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0801,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001218,SRC-001218,anecdote,Researchers find nutritional supplement could help children with autism,"{""reporter_population"": ""unknown"", ""engagement"": 54951, ""legacy_intervention_id"": ""INT-0030"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0782,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001219,SRC-001219,anecdote,"CHOLINE: Symptoms, Sources & Benefits (Prisoner Diet Exposed) 2026","{""reporter_population"": ""clinician"", ""engagement"": 185245, ""legacy_intervention_id"": ""INT-0030"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.1000,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001220,SRC-001220,anecdote,Crash Course on Choline,"{""reporter_population"": ""unknown"", ""engagement"": 122467, ""legacy_intervention_id"": ""INT-0030"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0825,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001221,SRC-001221,anecdote,How Can Inositol Help Autistic Children?,"{""reporter_population"": ""unknown"", ""engagement"": 2398, ""legacy_intervention_id"": ""INT-0030"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0558,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001222,SRC-001222,anecdote,"What is choline, and can it help against Alzheimer’s disease?","{""reporter_population"": ""unknown"", ""engagement"": 856, ""legacy_intervention_id"": ""INT-0030"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0484,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001223,SRC-001223,anecdote,Autism's Most Important Chemical,"{""reporter_population"": ""clinician"", ""engagement"": 21102, ""legacy_intervention_id"": ""INT-0030"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0865,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001224,SRC-001224,anecdote,How to Boost Your Acetylcholine for Super Brain Power,"{""reporter_population"": ""clinician"", ""engagement"": 335853, ""legacy_intervention_id"": ""INT-0030"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.1000,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001225,SRC-001225,anecdote,Family using CBD to treat autism,"{""reporter_population"": ""researcher"", ""engagement"": 37283, ""legacy_intervention_id"": ""INT-0035"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0914,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001226,SRC-001226,anecdote,Autism Son Tries CBD Oil,"{""reporter_population"": ""unknown"", ""engagement"": 555533, ""legacy_intervention_id"": ""INT-0035"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0825,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001227,SRC-001227,anecdote,Medical Cannabis Helps Autism: New Study | Ask Dr. David,"{""reporter_population"": ""clinician"", ""engagement"": 23480, ""legacy_intervention_id"": ""INT-0035"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0874,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-001228,SRC-001228,anecdote,The Therapeutic Promise of CBD on Autism,"{""reporter_population"": ""unknown"", ""engagement"": 11044, ""legacy_intervention_id"": ""INT-0035"", ""legacy_mechanism_match"": true, ""legacy_contradicting_literature"": false}",positive,0.0667,rule_based,0.95,2026-04-24T17:07:31+00:00,
